r3000,r5000,noxevent,r2000,coevent,system_time,gps_time,latitude,longitude
38,47,55,45,3,2018-03-06 14:35:05.284544,14:35:05,52.565099000000004,13.409380833333334
38,47,55,45,3,2018-03-06 14:35:06.303168,14:35:06,52.56510016666667,13.409384166666667
38,47,55,45,3,2018-03-06 14:35:07.317343,14:35:07,52.565101,13.409386833333333
38,47,55,45,3,2018-03-06 14:35:08.337042,14:35:08,52.56510216666667,13.409389833333334
38,47,55,45,3,2018-03-06 14:35:09.356449,14:35:09,52.56510316666667,13.409392833333333
38,47,55,45,3,2018-03-06 14:35:10.380443,14:35:10,52.565104,13.409395333333332
38,47,55,45,3,2018-03-06 14:35:11.399575,14:35:11,52.565105333333335,13.409399333333333
38,47,55,45,3,2018-03-06 14:35:12.424573,14:35:12,52.56510633333333,13.409402666666667
38,47,55,45,3,2018-03-06 14:35:13.450120,14:35:13,52.565107166666664,13.409404666666667
38,47,55,45,3,2018-03-06 14:35:14.466208,14:35:14,52.565108,13.409406166666667
38,47,55,45,3,2018-03-06 14:35:15.481935,14:35:15,52.56510866666667,13.409407
38,47,55,45,3,2018-03-06 14:35:16.498995,14:35:16,52.56510883333333,13.409407166666666
38,47,55,45,3,2018-03-06 14:35:17.512999,14:35:17,52.56510933333333,13.409408333333333
38,47,55,45,3,2018-03-06 14:35:18.526987,14:35:18,52.5651095,13.4094085
38,47,55,45,3,2018-03-06 14:35:19.551670,14:35:19,52.565109666666665,13.409408666666666
38,47,55,45,3,2018-03-06 14:35:20.565729,14:35:20,52.56510983333333,13.409408166666667
38,47,55,45,3,2018-03-06 14:35:21.587436,14:35:21,52.56510983333333,13.409407666666667
38,47,55,45,3,2018-03-06 14:35:22.603484,14:35:22,52.56510983333333,13.409406833333334
38,47,55,45,3,2018-03-06 14:35:23.622152,14:35:23,52.56510983333333,13.4094065
38,47,55,45,3,2018-03-06 14:35:24.637934,14:35:24,52.56511016666666,13.409405666666666
38,47,55,45,3,2018-03-06 14:35:25.654155,14:35:25,52.56511,13.4094035
38,47,55,45,3,2018-03-06 14:35:26.668557,14:35:26,52.56511016666666,13.409401833333334
38,47,55,45,3,2018-03-06 14:35:27.684007,14:35:27,52.56511016666666,13.409399666666667
38,47,55,45,3,2018-03-06 14:35:28.699521,14:35:28,52.56511016666666,13.409397666666667
38,47,55,45,3,2018-03-06 14:35:29.715765,14:35:29,52.56511,13.409395166666666
38,47,55,45,3,2018-03-06 14:35:30.732803,14:35:30,52.56511066666667,13.4093935
38,47,55,45,3,2018-03-06 14:35:31.749032,14:35:31,52.56511116666667,13.409391333333334
38,47,55,45,3,2018-03-06 14:35:32.764856,14:35:32,52.565112,13.409389833333334
38,47,55,45,3,2018-03-06 14:35:33.791077,14:35:33,52.56511366666667,13.409389833333334
38,47,55,45,3,2018-03-06 14:35:35.052033,14:35:34,52.565115,13.409389666666666
38,47,55,45,3,2018-03-06 14:35:36.287132,14:35:36,52.565118166666664,13.409388166666666
38,47,55,45,3,2018-03-06 14:35:37.475575,14:35:37,52.565119833333334,13.409388
38,47,55,45,3,2018-03-06 14:35:38.647109,14:35:38,52.56512133333333,13.409387333333333
38,47,55,45,3,2018-03-06 14:35:40.004052,14:35:39,52.56512333333333,13.409387333333333
38,47,55,45,3,2018-03-06 14:35:41.207099,14:35:40,52.565125333333334,13.409387666666667
38,47,55,45,3,2018-03-06 14:35:42.689902,14:35:42,52.565127833333335,13.409387833333334
38,47,55,45,3,2018-03-06 14:35:44.387121,14:35:44,52.565129666666664,13.409388166666666
38,47,55,45,3,2018-03-06 14:35:46.060069,14:35:45,52.565132166666665,13.409389333333333
38,47,55,45,3,2018-03-06 14:35:47.075814,14:35:47,52.56513533333333,13.409391166666667
38,47,55,45,3,2018-03-06 14:35:48.687318,14:35:48,52.565136333333335,13.4093915
38,47,55,45,3,2018-03-06 14:35:49.758847,14:35:49,52.565138166666664,13.409393166666666
38,47,55,45,3,2018-03-06 14:35:50.776526,14:35:50,52.5651395,13.409394166666667
38,47,55,45,3,2018-03-06 14:35:51.801809,14:35:51,52.56514083333333,13.409395166666666
38,47,55,45,3,2018-03-06 14:35:52.907734,14:35:52,52.56514216666667,13.4093965
38,47,55,45,3,2018-03-06 14:35:54.003464,14:35:53,52.56514333333333,13.409397333333333
38,47,55,45,3,2018-03-06 14:35:55.035168,14:35:54,52.565144,13.409397166666666
38,47,55,45,3,2018-03-06 14:35:56.073367,14:35:56,52.5651465,13.409399666666667
38,47,55,45,3,2018-03-06 14:35:57.120154,14:35:57,52.565147333333336,13.4094005
38,47,55,45,3,2018-03-06 14:35:58.158367,14:35:58,52.56514883333333,13.409402333333333
38,47,55,45,3,2018-03-06 14:35:59.227126,14:35:59,52.56515066666667,13.409404666666667
38,47,55,45,3,2018-03-06 14:36:00.274742,14:36:00,52.565152499999996,13.409406833333334
38,47,55,45,3,2018-03-06 14:36:01.315553,14:36:01,52.565154166666666,13.409409333333333
38,47,55,45,3,2018-03-06 14:36:02.358721,14:36:02,52.565155833333336,13.409412
38,47,55,45,3,2018-03-06 14:36:03.381411,14:36:03,52.565156333333334,13.4094135
38,47,55,45,3,2018-03-06 14:36:04.462885,14:36:04,52.5651565,13.409415
38,47,55,45,3,2018-03-06 14:36:05.477142,14:36:05,52.565156333333334,13.409416
38,47,55,45,3,2018-03-06 14:36:06.492138,14:36:06,52.565156333333334,13.409417166666667
38,47,55,45,3,2018-03-06 14:36:07.521845,14:36:07,52.565156333333334,13.409418
38,47,55,45,3,2018-03-06 14:36:08.536016,14:36:08,52.565156333333334,13.409419666666667
38,47,55,45,3,2018-03-06 14:36:09.596296,14:36:09,52.56515533333334,13.409421
40,35,52,34,3,2018-03-06 14:41:31.498281,14:41:31,52.565061166666666,13.409485666666667
40,35,52,34,3,2018-03-06 14:41:32.550403,14:41:32,52.5650615,13.409488
40,35,52,34,3,2018-03-06 14:41:33.593486,14:41:33,52.565062,13.409489833333334
40,35,52,34,3,2018-03-06 14:41:34.615328,14:41:34,52.5650625,13.409491833333334
40,35,52,34,3,2018-03-06 14:41:35.702795,14:41:35,52.56506316666667,13.409493333333334
40,35,52,34,3,2018-03-06 14:41:36.732719,14:41:36,52.56506316666667,13.4094945
40,35,52,34,3,2018-03-06 14:41:37.784516,14:41:37,52.56506366666667,13.409496166666667
40,35,52,34,3,2018-03-06 14:41:38.857384,14:41:38,52.565064,13.409497166666666
40,35,52,34,3,2018-03-06 14:41:39.899733,14:41:39,52.56506433333333,13.409498166666667
40,35,52,34,3,2018-03-06 14:41:40.939681,14:41:40,52.56506433333333,13.409499
40,35,52,34,3,2018-03-06 14:41:41.996029,14:41:41,52.5650645,13.4094985
40,35,52,34,3,2018-03-06 14:41:43.013785,14:41:42,52.56506383333333,13.409498
40,35,52,34,3,2018-03-06 14:41:44.049641,14:41:43,52.56506366666667,13.409497
40,35,52,34,3,2018-03-06 14:41:45.097046,14:41:45,52.565063333333335,13.409494
40,35,52,34,3,2018-03-06 14:41:46.176801,14:41:46,52.56506316666667,13.409492666666667
40,35,52,34,3,2018-03-06 14:41:47.291234,14:41:47,52.565062833333336,13.409491333333333
40,35,52,34,3,2018-03-06 14:41:48.348819,14:41:48,52.565063,13.409490333333334
40,35,52,34,3,2018-03-06 14:41:49.395418,14:41:49,52.56506383333333,13.409489666666667
40,35,52,34,3,2018-03-06 14:41:50.419275,14:41:50,52.5650635,13.409487500000001
40,35,52,34,3,2018-03-06 14:41:51.495298,14:41:51,52.565063,13.4094855
40,35,52,34,3,2018-03-06 14:41:52.541914,14:41:52,52.5650625,13.409483333333334
40,35,52,34,3,2018-03-06 14:41:53.565153,14:41:53,52.56506233333333,13.409481333333334
40,35,52,34,3,2018-03-06 14:41:54.667992,14:41:54,52.565062166666664,13.4094785
40,35,52,34,3,2018-03-06 14:41:55.832918,14:41:55,52.565061666666665,13.409475333333333
40,35,52,34,3,2018-03-06 14:41:56.884355,14:41:56,52.56506233333333,13.409473
40,35,52,34,3,2018-03-06 14:41:57.949487,14:41:57,52.56506266666667,13.409471
40,35,52,34,3,2018-03-06 14:41:58.994084,14:41:58,52.56506383333333,13.409470333333333
40,35,52,34,3,2018-03-06 14:42:00.048902,14:41:59,52.565065,13.409469333333334
40,35,52,34,3,2018-03-06 14:42:01.070765,14:42:01,52.56506516666666,13.409466
40,35,52,34,3,2018-03-06 14:42:02.246985,14:42:02,52.56506533333334,13.409465166666667
40,35,52,34,3,2018-03-06 14:42:03.497109,14:42:03,52.56506533333334,13.409464333333334
40,35,52,34,3,2018-03-06 14:42:04.972808,14:42:04,52.565065833333335,13.409463666666667
40,35,52,34,3,2018-03-06 14:42:06.061433,14:42:05,52.565066,13.409462833333333
40,35,52,34,3,2018-03-06 14:42:07.138688,14:42:07,52.565067166666665,13.409460833333334
40,35,52,34,3,2018-03-06 14:42:08.155176,14:42:08,52.56506683333333,13.409459166666666
40,35,52,34,3,2018-03-06 14:42:09.437174,14:42:09,52.565067,13.409457666666666
40,35,52,34,3,2018-03-06 14:42:10.455380,14:42:10,52.565067166666665,13.4094565
40,35,52,34,3,2018-03-06 14:42:11.807095,14:42:11,52.565067,13.409455666666666
40,35,52,34,3,2018-03-06 14:42:13.042774,14:42:12,52.565067,13.409455
40,35,52,34,3,2018-03-06 14:42:14.655027,14:42:14,52.565067,13.409452666666667
40,35,52,34,3,2018-03-06 14:42:16.042571,14:42:15,52.565067,13.409451333333333
40,35,52,34,3,2018-03-06 14:42:17.077414,14:42:17,52.565067666666664,13.409450166666666
40,35,52,34,3,2018-03-06 14:42:18.091382,14:42:18,52.565068,13.409449333333333
40,35,52,34,3,2018-03-06 14:42:19.105359,14:42:19,52.56506816666667,13.4094485
40,35,52,34,3,2018-03-06 14:42:20.137251,14:42:20,52.56506866666667,13.409447833333333
40,35,52,34,3,2018-03-06 14:42:21.179177,14:42:21,52.56506916666667,13.4094475
40,35,52,34,3,2018-03-06 14:42:22.193107,14:42:22,52.565069666666666,13.4094465
40,35,52,34,3,2018-03-06 14:42:23.207269,14:42:23,52.565070166666665,13.409446333333333
40,35,52,34,3,2018-03-06 14:42:24.237095,14:42:24,52.565070666666664,13.409446666666666
40,35,52,34,3,2018-03-06 14:42:25.257708,14:42:25,52.565071,13.409446666666666
40,35,52,34,3,2018-03-06 14:42:26.297410,14:42:26,52.5650715,13.409446666666666
40,35,52,34,3,2018-03-06 14:42:27.329412,14:42:27,52.56507166666667,13.409446666666666
40,35,52,34,3,2018-03-06 14:42:28.343424,14:42:28,52.56507216666667,13.409447166666666
40,35,52,34,3,2018-03-06 14:42:29.357434,14:42:29,52.5650725,13.4094475
40,35,52,34,3,2018-03-06 14:42:30.436358,14:42:30,52.565072666666666,13.409447666666667
40,35,52,34,3,2018-03-06 14:42:31.534975,14:42:31,52.565072666666666,13.409448333333334
40,35,52,34,3,2018-03-06 14:42:32.549145,14:42:32,52.5650725,13.4094485
40,35,52,34,3,2018-03-06 14:42:33.563084,14:42:33,52.565072,13.409446666666666
40,35,52,34,3,2018-03-06 14:42:34.577023,14:42:34,52.565071833333334,13.4094465
40,35,52,34,3,2018-03-06 14:42:35.594798,14:42:35,52.56507166666667,13.409446666666666
46,32,44,33,3,2018-03-06 14:54:26.612634,14:54:26,52.56523116666666,13.409478
46,32,44,33,3,2018-03-06 14:54:27.636025,14:54:27,52.5652355,13.409480666666667
46,32,44,33,3,2018-03-06 14:54:28.669746,14:54:28,52.565237833333335,13.409480833333333
46,32,44,33,3,2018-03-06 14:54:29.690258,14:54:29,52.565240833333334,13.409481666666666
46,32,44,33,3,2018-03-06 14:54:30.757898,14:54:30,52.56524366666667,13.409483
46,32,44,33,3,2018-03-06 14:54:31.785570,14:54:31,52.565247166666666,13.4094855
46,32,44,33,3,2018-03-06 14:54:32.857413,14:54:32,52.565248,13.409485
46,32,44,33,3,2018-03-06 14:54:33.874780,14:54:33,52.565249,13.409485333333333
46,32,44,33,3,2018-03-06 14:54:34.937274,14:54:34,52.56525,13.409484666666666
46,32,44,33,3,2018-03-06 14:54:35.951274,14:54:35,52.565250666666664,13.409484166666667
46,32,44,33,3,2018-03-06 14:54:37.162554,14:54:37,52.5652515,13.409487666666667
46,32,44,33,3,2018-03-06 14:54:38.176501,14:54:38,52.565251333333336,13.409487333333333
46,32,44,33,3,2018-03-06 14:54:39.190494,14:54:39,52.565251,13.409487166666667
46,32,44,33,3,2018-03-06 14:54:40.204593,14:54:40,52.56525116666667,13.409487833333333
46,32,44,33,3,2018-03-06 14:54:41.218598,14:54:41,52.565251333333336,13.409488666666666
46,32,44,33,3,2018-03-06 14:54:42.236961,14:54:42,52.56525033333333,13.409485833333333
46,32,44,33,3,2018-03-06 14:54:43.252262,14:54:43,52.565249666666666,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:44.269951,14:54:44,52.565249,13.409484666666666
46,32,44,33,3,2018-03-06 14:54:45.284077,14:54:45,52.5652485,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:46.302304,14:54:46,52.565249,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:47.316057,14:54:47,52.5652485,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:48.330332,14:54:48,52.565247666666664,13.409484833333334
46,32,44,33,3,2018-03-06 14:54:49.347072,14:54:49,52.565248,13.409484333333333
46,32,44,33,3,2018-03-06 14:54:50.368390,14:54:50,52.565247,13.409485166666666
46,32,44,33,3,2018-03-06 14:54:51.390317,14:54:51,52.565246,13.409485166666666
46,32,44,33,3,2018-03-06 14:54:52.404495,14:54:52,52.56524533333334,13.409484
46,32,44,33,3,2018-03-06 14:54:53.420017,14:54:53,52.56524266666667,13.409482666666667
46,32,44,33,3,2018-03-06 14:54:54.444795,14:54:54,52.56524233333333,13.409482666666667
46,32,44,33,3,2018-03-06 14:54:55.461334,14:54:55,52.56524183333333,13.409482333333333
46,32,44,33,3,2018-03-06 14:54:56.479254,14:54:56,52.565242166666664,13.409483666666667
46,32,44,33,3,2018-03-06 14:54:57.493679,14:54:57,52.56524183333333,13.409482333333333
46,32,44,33,3,2018-03-06 14:54:58.509607,14:54:58,52.56524133333333,13.409483
46,32,44,33,3,2018-03-06 14:54:59.527010,14:54:59,52.565240833333334,13.409482833333334
46,32,44,33,3,2018-03-06 14:55:00.545223,14:55:00,52.56523883333333,13.409481333333334
46,32,44,33,3,2018-03-06 14:55:01.561556,14:55:01,52.56523716666667,13.409480166666667
46,32,44,33,3,2018-03-06 14:55:02.580103,14:55:02,52.565234833333335,13.4094785
46,32,44,33,3,2018-03-06 14:55:03.597074,14:55:03,52.565233166666665,13.409477
46,32,44,33,3,2018-03-06 14:55:04.616125,14:55:04,52.56523133333334,13.4094755
46,32,44,33,3,2018-03-06 14:55:05.631898,14:55:05,52.565230166666666,13.409473833333333
46,32,44,33,3,2018-03-06 14:55:06.649728,14:55:06,52.565226333333335,13.40947
46,32,44,33,3,2018-03-06 14:55:07.668137,14:55:07,52.565225,13.409467666666666
46,32,44,33,3,2018-03-06 14:55:08.682438,14:55:08,52.5652235,13.409465833333334
46,32,44,33,3,2018-03-06 14:55:09.704207,14:55:09,52.565222166666665,13.4094645
46,32,44,33,3,2018-03-06 14:55:10.726103,14:55:10,52.56522016666667,13.4094625
46,32,44,33,3,2018-03-06 14:55:11.743182,14:55:11,52.56522,13.409462
46,32,44,33,3,2018-03-06 14:55:12.760692,14:55:12,52.56521883333333,13.409460833333334
46,32,44,33,3,2018-03-06 14:55:13.776684,14:55:13,52.56521866666667,13.4094605
46,32,44,33,3,2018-03-06 14:55:14.792824,14:55:14,52.56521933333333,13.409460333333334
46,32,44,33,3,2018-03-06 14:55:15.839053,14:55:15,52.56521816666667,13.409458666666666
46,32,44,33,3,2018-03-06 14:55:16.858365,14:55:16,52.56521633333333,13.409456833333333
46,32,44,33,3,2018-03-06 14:55:17.877732,14:55:17,52.56521683333333,13.4094565
46,32,44,33,3,2018-03-06 14:55:18.901700,14:55:18,52.56521516666667,13.4094545
46,32,44,33,3,2018-03-06 14:55:19.916161,14:55:19,52.565215333333335,13.409453333333333
46,32,44,33,3,2018-03-06 14:55:20.930576,14:55:20,52.565215,13.409451833333334
46,32,44,33,3,2018-03-06 14:55:21.947456,14:55:21,52.565215333333335,13.4094505
46,32,44,33,3,2018-03-06 14:55:22.966268,14:55:22,52.565214166666664,13.409448333333334
46,32,44,33,3,2018-03-06 14:55:24.082908,14:55:23,52.565212833333334,13.409445999999999
46,32,44,33,3,2018-03-06 14:55:25.103159,14:55:24,52.565212333333335,13.409444166666667
46,32,44,33,3,2018-03-06 14:55:26.117010,14:55:26,52.565213,13.409441666666666
46,32,44,33,3,2018-03-06 14:55:27.157817,14:55:27,52.5652125,13.409439333333333
47,33,43,33,3,2018-03-06 14:56:35.240625,14:56:35,52.565130833333335,13.409412833333333
47,33,43,33,3,2018-03-06 14:56:36.254692,14:56:36,52.56513016666667,13.409415666666666
47,33,43,33,3,2018-03-06 14:56:37.273983,14:56:37,52.5651285,13.409418333333333
47,33,43,33,3,2018-03-06 14:56:38.289598,14:56:38,52.565127,13.409419333333334
47,33,43,33,3,2018-03-06 14:56:39.303850,14:56:39,52.5651255,13.409420166666667
47,33,43,33,3,2018-03-06 14:56:40.318121,14:56:40,52.56512333333333,13.409420166666667
47,33,43,33,3,2018-03-06 14:56:41.338535,14:56:41,52.565121500000004,13.409422333333334
47,33,43,33,3,2018-03-06 14:56:42.356130,14:56:42,52.56511966666667,13.4094245
47,33,43,33,3,2018-03-06 14:56:43.377633,14:56:43,52.56511783333333,13.409426166666666
47,33,43,33,3,2018-03-06 14:56:44.391488,14:56:44,52.565116,13.409427833333334
47,33,43,33,3,2018-03-06 14:56:45.410681,14:56:45,52.565115,13.409429
47,33,43,33,3,2018-03-06 14:56:46.456966,14:56:46,52.56511233333333,13.409428666666667
47,33,43,33,3,2018-03-06 14:56:47.479173,14:56:47,52.56511066666667,13.4094295
47,33,43,33,3,2018-03-06 14:56:48.496287,14:56:48,52.56510766666667,13.409430833333333
47,33,43,33,3,2018-03-06 14:56:49.524041,14:56:49,52.565103666666666,13.4094325
47,33,43,33,3,2018-03-06 14:56:50.542584,14:56:50,52.56510016666667,13.4094335
47,33,43,33,3,2018-03-06 14:56:51.564568,14:56:51,52.56509716666667,13.4094355
47,33,43,33,3,2018-03-06 14:56:52.599722,14:56:52,52.565093,13.409436
47,33,43,33,3,2018-03-06 14:56:53.618649,14:56:53,52.56508916666667,13.4094365
47,33,43,33,3,2018-03-06 14:56:54.634371,14:56:54,52.565085333333336,13.409436166666667
47,33,43,33,3,2018-03-06 14:56:55.667061,14:56:55,52.56508216666667,13.4094365
47,33,43,33,3,2018-03-06 14:56:56.697041,14:56:56,52.565079833333336,13.409437833333334
47,33,43,33,3,2018-03-06 14:56:57.755816,14:56:57,52.565076833333336,13.4094385
47,33,43,33,3,2018-03-06 14:56:58.847099,14:56:58,52.565072666666666,13.409438666666667
47,33,43,33,3,2018-03-06 14:56:59.926010,14:56:59,52.565069333333334,13.4094395
47,33,43,33,3,2018-03-06 14:57:00.959654,14:57:00,52.565064666666665,13.409439
47,33,43,33,3,2018-03-06 14:57:02.015941,14:57:01,52.565061166666666,13.409441
47,33,43,33,3,2018-03-06 14:57:03.080109,14:57:02,52.565057,13.409441333333334
47,33,43,33,3,2018-03-06 14:57:04.104418,14:57:03,52.565052666666666,13.4094415
47,33,43,33,3,2018-03-06 14:57:05.119702,14:57:04,52.56504916666667,13.409442
47,33,43,33,3,2018-03-06 14:57:06.277468,14:57:06,52.565043,13.4094425
47,33,43,33,3,2018-03-06 14:57:07.347103,14:57:07,52.56504,13.4094425
47,33,43,33,3,2018-03-06 14:57:08.413983,14:57:08,52.56503683333333,13.409442333333333
47,33,43,33,3,2018-03-06 14:57:09.555588,14:57:09,52.5650335,13.409442166666667
47,33,43,33,3,2018-03-06 14:57:10.687020,14:57:10,52.565029833333334,13.409441333333334
47,33,43,33,3,2018-03-06 14:57:11.719585,14:57:11,52.565027,13.4094425
47,33,43,33,3,2018-03-06 14:57:12.733243,14:57:12,52.565025,13.4094425
47,33,43,33,3,2018-03-06 14:57:13.746913,14:57:13,52.56502316666667,13.409442833333333
47,33,43,33,3,2018-03-06 14:57:14.794404,14:57:14,52.5650215,13.409443166666666
47,33,43,33,3,2018-03-06 14:57:15.808018,14:57:15,52.5650195,13.409442833333333
47,33,43,33,3,2018-03-06 14:57:16.831424,14:57:16,52.565017166666664,13.409441666666666
47,33,43,33,3,2018-03-06 14:57:17.845016,14:57:17,52.565014166666664,13.409440833333333
47,33,43,33,3,2018-03-06 14:57:18.858336,14:57:18,52.56501183333334,13.40944
47,33,43,33,3,2018-03-06 14:57:19.872019,14:57:19,52.5650095,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:20.885860,14:57:20,52.56500716666667,13.409438333333334
47,33,43,33,3,2018-03-06 14:57:21.927386,14:57:21,52.5650055,13.409438
47,33,43,33,3,2018-03-06 14:57:22.965400,14:57:22,52.565004,13.409438
47,33,43,33,3,2018-03-06 14:57:24.004310,14:57:23,52.5650025,13.409438
47,33,43,33,3,2018-03-06 14:57:25.096508,14:57:24,52.56500116666667,13.409438666666667
47,33,43,33,3,2018-03-06 14:57:26.111597,14:57:26,52.564998833333334,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:27.151986,14:57:27,52.5649975,13.4094395
47,33,43,33,3,2018-03-06 14:57:28.179301,14:57:28,52.5649965,13.4094395
47,33,43,33,3,2018-03-06 14:57:29.237099,14:57:29,52.564995333333336,13.409439333333333
47,33,43,33,3,2018-03-06 14:57:30.342484,14:57:30,52.564994,13.4094395
47,33,43,33,3,2018-03-06 14:57:31.364361,14:57:31,52.564993,13.409439666666668
47,33,43,33,3,2018-03-06 14:57:32.400733,14:57:32,52.5649915,13.409438666666667
47,33,43,33,3,2018-03-06 14:57:33.491957,14:57:33,52.564989833333335,13.4094375
47,33,43,33,3,2018-03-06 14:57:34.510874,14:57:34,52.56498833333333,13.409436833333334
47,33,43,33,3,2018-03-06 14:57:35.524689,14:57:35,52.564987,13.409436
47,33,43,33,3,2018-03-06 14:57:36.557773,14:57:36,52.564986166666664,13.409436
57,39,36,44,3,2018-03-06 15:14:42.587281,15:14:42,52.56507933333334,13.409465
57,39,36,44,3,2018-03-06 15:14:43.827424,15:14:43,52.5650785,13.409464333333334
57,39,36,44,3,2018-03-06 15:14:44.907503,15:14:44,52.56507783333333,13.409463833333334
57,39,36,44,3,2018-03-06 15:14:45.977299,15:14:45,52.56507716666667,13.4094635
57,39,36,44,3,2018-03-06 15:14:47.092601,15:14:46,52.5650765,13.4094635
57,39,36,44,3,2018-03-06 15:14:48.133794,15:14:47,52.56507633333333,13.4094635
57,39,36,44,3,2018-03-06 15:14:49.158485,15:14:48,52.565076,13.4094635
57,39,36,44,3,2018-03-06 15:14:50.180898,15:14:49,52.5650755,13.409464166666666
57,39,36,44,3,2018-03-06 15:14:51.194336,15:14:51,52.5650745,13.4094645
57,39,36,44,3,2018-03-06 15:14:52.249885,15:14:52,52.5650735,13.409464333333334
57,39,36,44,3,2018-03-06 15:14:53.296803,15:14:53,52.565072666666666,13.409464333333334
57,39,36,44,3,2018-03-06 15:14:54.590760,15:14:54,52.565072,13.409464166666666
57,39,36,44,3,2018-03-06 15:14:55.623224,15:14:55,52.5650715,13.409464166666666
57,39,36,44,3,2018-03-06 15:14:56.640736,15:14:56,52.56507116666667,13.4094645
57,39,36,44,3,2018-03-06 15:14:57.656225,15:14:57,52.56507083333333,13.409465
57,39,36,44,3,2018-03-06 15:14:58.670325,15:14:58,52.565070666666664,13.4094655
57,39,36,44,3,2018-03-06 15:14:59.685375,15:14:59,52.56507083333333,13.4094665
57,39,36,44,3,2018-03-06 15:15:00.701892,15:15:00,52.565071,13.4094675
57,39,36,44,3,2018-03-06 15:15:01.730908,15:15:01,52.565071333333336,13.409468666666667
57,39,36,44,3,2018-03-06 15:15:02.927800,15:15:02,52.56507166666667,13.409470333333333
57,39,36,44,3,2018-03-06 15:15:04.061709,15:15:03,52.56507216666667,13.409471666666667
57,39,36,44,3,2018-03-06 15:15:05.169103,15:15:04,52.5650725,13.409472666666666
57,39,36,44,3,2018-03-06 15:15:06.228541,15:15:06,52.565073166666664,13.4094735
57,39,36,44,3,2018-03-06 15:15:07.242700,15:15:07,52.5650735,13.409473666666667
57,39,36,44,3,2018-03-06 15:15:08.256579,15:15:08,52.56507383333334,13.4094745
57,39,36,44,3,2018-03-06 15:15:09.285996,15:15:09,52.56507416666667,13.409475666666667
57,39,36,44,3,2018-03-06 15:15:10.302895,15:15:10,52.565074833333334,13.409476
57,39,36,44,3,2018-03-06 15:15:12.035519,15:15:11,52.56507583333333,13.409476
57,39,36,44,3,2018-03-06 15:15:13.168891,15:15:12,52.565076833333336,13.409476333333334
57,39,36,44,3,2018-03-06 15:15:14.207133,15:15:14,52.56507966666667,13.409476166666666
57,39,36,44,3,2018-03-06 15:15:15.552231,15:15:15,52.56508083333333,13.4094755
57,39,36,44,3,2018-03-06 15:15:16.647278,15:15:16,52.56508266666667,13.409474666666666
57,39,36,44,3,2018-03-06 15:15:17.977284,15:15:17,52.56508383333333,13.409474666666666
57,39,36,44,3,2018-03-06 15:15:19.178264,15:15:18,52.56508566666667,13.409474166666667
57,39,36,44,3,2018-03-06 15:15:20.697157,15:15:20,52.5650885,13.409471833333333
57,39,36,44,3,2018-03-06 15:15:21.987230,15:15:21,52.56509033333333,13.409471333333334
57,39,36,44,3,2018-03-06 15:15:23.180026,15:15:22,52.565091833333334,13.40947
57,39,36,44,3,2018-03-06 15:15:24.444838,15:15:24,52.56509283333333,13.409467166666667
57,39,36,44,3,2018-03-06 15:15:25.458871,15:15:25,52.56509283333333,13.409465333333333
57,39,36,44,3,2018-03-06 15:15:26.481495,15:15:26,52.5650915,13.4094645
57,39,36,44,3,2018-03-06 15:15:27.502500,15:15:27,52.565091,13.409463
57,39,36,44,3,2018-03-06 15:15:28.517594,15:15:28,52.56508983333333,13.409461333333333
57,39,36,44,3,2018-03-06 15:15:29.532603,15:15:29,52.565089,13.409459166666666
57,39,36,44,3,2018-03-06 15:15:30.567003,15:15:30,52.56508733333333,13.4094575
57,39,36,44,3,2018-03-06 15:15:31.587325,15:15:31,52.56508633333333,13.409456166666667
57,39,36,44,3,2018-03-06 15:15:32.606925,15:15:32,52.56508483333333,13.409455166666667
57,39,36,44,3,2018-03-06 15:15:33.623061,15:15:33,52.565082833333335,13.409454
57,39,36,44,3,2018-03-06 15:15:34.637316,15:15:34,52.565080333333334,13.409452833333333
57,39,36,44,3,2018-03-06 15:15:35.656017,15:15:35,52.56507916666666,13.409451333333333
57,39,36,44,3,2018-03-06 15:15:36.678934,15:15:36,52.5650785,13.409449333333333
57,39,36,44,3,2018-03-06 15:15:37.697312,15:15:37,52.56507783333333,13.4094475
57,39,36,44,3,2018-03-06 15:15:38.907181,15:15:38,52.56507766666667,13.409445333333334
57,39,36,44,3,2018-03-06 15:15:39.994524,15:15:39,52.56507633333333,13.409443833333333
57,39,36,44,3,2018-03-06 15:15:41.183543,15:15:40,52.565076,13.409442166666667
57,39,36,44,3,2018-03-06 15:15:42.198601,15:15:42,52.5650765,13.409439833333334
57,39,36,44,3,2018-03-06 15:15:43.637108,15:15:43,52.565077333333335,13.409438666666667
57,39,36,44,3,2018-03-06 15:15:44.749929,15:15:44,52.56507766666667,13.4094375
57,39,36,44,3,2018-03-06 15:15:45.837487,15:15:45,52.56507883333333,13.409437
57,39,36,44,3,2018-03-06 15:15:46.854240,15:15:46,52.56508016666667,13.4094365
57,39,36,44,3,2018-03-06 15:15:47.907417,15:15:47,52.5650825,13.409435666666667
57,32,35,40,3,2018-03-06 15:31:47.801913,15:31:47,52.56500533333333,13.409566666666667
